numeration,label,text
,Z.C5-1,"Die Erfahrungen zeigen, dass die meisten Leute neugierig auf autonome Fahrzeuge sind und sie gerne nutzen würden, das wurde in mehreren Studien von BMVI geförderten Forschungsgruppen festgestellt."
,Z.P12-1-1,"Eine Kontrollierung der Zulassung von autonomen Fahrzeugen durch den Staat kann helfen, den unkontrollierten Anstieg von Individualverkehr zu verhindern und die Sicherheit auf den Straßen zu gewährleisten. Durch die Auswahl von geeigneten Kriterien, wie bspw. der technischen Ausstattung und der Sicherheitsstandards, kann sichergestellt werden, dass nur sichere und zuverlässige Fahrzeuge auf die Straße gelassen werden."
,Z.C1,"Eine autonome Fahrzeugsteuerung könnte dazu führen, dass Menschen auf die Rolle des Passagiers reduziert werden und nicht mehr die Möglichkeit haben, selbst das Steuer zu übernehmen. Dies könnte sowohl eine Degradierung des Berufsbildes als auch eine Veränderung der Haftungsregelungen mit sich bringen, was das Risiko des Selbstfahrens unrentabel machen könnte."
,Z.C5-2,"Um die Vorteile des autonomen Fahrens für die breite Bevölkerung erlebbar zu machen, müssen wir uns weiterhin bemühen. Der Austausch mit der Gesellschaft und ein offener Dialog sind hierbei von großer Bedeutung, um das Thema näher an die Menschen zu bringen und ihre Bedenken und Fragen zu adressieren."
,Z.P9,"AutoKI kann durch die objektive Programmierung bessere Entscheidungen treffen, insbesondere im Hinblick auf die Vermeidung von Gefahren und Schäden. Der Schutz von Personen hat dabei stets oberste Priorität, auch im Vergleich zu Tier- oder Sachschutz."
,Z.P9-1,"Eine wichtige Eigenschaft von erfahrenen Fahrer:innen ist ihre Fähigkeit, Risiken im Straßenverkehr vorherzusehen und darauf zu reagieren, um Unfälle zu vermeiden. Diese Fähigkeit, defensive Fahrtechniken anzuwenden und die Verkehrssituation im Auge zu behalten, ist von unschätzbarem Wert, um sicher und pünktlich anzukommen. Hierzu sind Menschen im Stande."
,Z.C9,"Das Potential zur Überwachung wird durch die großen Datenbestände, die durch das autonome Fahren anfallen, weiterhin steigen. Die Bürger werden so noch gläserner und kontrollierbarer."
,Z.P11-1-1,"Verkehrsschilder optisch warhnehmen zu müssen könnte bald oder zumindest teilweise hinfällig werden. Regeln und Rechtsnormen können der KI gekoppelt an den Ort ihrer Gültigkeit einprogrammiert werden."
,Z.P1-1,"Die Rationalisierung von Fahrzeugführern bzw. das Überflüssigmachen von Fahrern führt zu Entlassungen und Arbeitsplatzverlust bei den entsprechend angestellten Menschen. Dies könnte insbesondere LKW-Fahrer, Taxi-Fahrer, aber auch den Individualverkehr betreffen."
,Z.C5-2,"Es gilt über die Vorteile sowie über die Gefahren von autonom gesteuerten Fahrzeugen systematisch nachzudenken. Erst durch den gesellschaftlichen Diskurs wird diese Technologie einer breiteren Bevölkerungsschicht nahegebracht werden können. "
,Z.P14,"Wenn Mobilität zu einem Großteil autonom gestaltet wird können Abläufe im ÖPNV effizienter gestaltet werden, sodass regelmäßige Pünktlichkeit und ein gesteigerter Reisekomfort möglich werden. Insbesondere Stauvermeidung und Vereinheitlichung des Fahrzeugverhaltens im Verkehr erhöhen die Zuverlässigkeit öffentlicher Verkehrsmittel."
,Z.C9-2,"Es ist wichtig, dass Nutzer die Möglichkeit zur Übermittlung ihrer Daten erhalten. Dadurch können Unfallorte schneller kommuniziert werden, Staus vermieden werden, Routen optimiert werden und viele andere Vorteile erreicht werden während  der Datenschutz solcher Teilnehmer, die keine Daten teilen möchten, weiterhin gewährleistet ist."
,Z.C4,"Bei der autoKI spielt die Cybersecurity eine große Rolle. Hacker könnten Assistenzsysteme sowie sicherheitsrelevante Daten und Datenübertragungen wie z.B. die Positionsdaten der Fahrzeuge manipulieren und so zu großen Personen- und Sachschäden führen."
,Z.P9-1-1,"Menschliches Fehlverhalten ist etwa für 90% aller Unfälle verantwortlich. So versuchen beispielsweise unerfahrene und meist junge Menschen heikle Situationen oft durch riskante Ausweichmanöver zu lösen und gefährden dadurch ihr eigenes sowie das Leben ihrer Mitmenschen."
,Z.P6,"Autonomes Fahren schafft für alte und behinderte Menschen Zugang zu Mobilität und ermöglicht ihnen auf diese Weise eine größere Teilhabe am gesellschaftlichen und sozialen Leben."
,Z.P2,"Die autoKI erleichtert und befreit den:die Fahrzeugfüher:in von seiner Aufmerksamkeitspflicht. Es findet außerdem eine physiche Entlastung statt indem weder das Lenkrad noch weitere Funktionsstellen im Auto betätigt werden müssen und Raum geschaffen wird für anderweitige geistige und physische Tätigkeiten."
,Z.C8-1,"Es werden strenge Gesetze zur Regelung des Datenschutzes ausgearbeitet, sodass Anonymisierung der Nutzerdaten und allgemein der Schutz der Privatssphäre sichergestellt sind."
,Z.C10,"Es bedarf eines Regulierungsframeworks, welches autonomes Fahren in den Regelbetrieb aufnimmt."
,Z.P5,"Ältere Menschen bekommen durch die autoKI wieder Zugang zum öffentlichen Straßenverkehr. Ferner wird die ältere Bevölkerungsschicht in Deutschland aufgrund aktueller demographischer Entwicklungen weiter zunehmen."
,Z.P4,"Durch die autoKI können auch Menschen die nicht fahrtüchtig sind am Straßenverkehr partizipieren. Da hierzu z.B. Leute gehören, die unter Einfluss von Alkohol, Medikamenten oder Übermüdung stehen, erhöht sich die Sicherheit aller Verkehrsteilnehmer."
,Z.C4-1,"Von Seite der Hersteller müssen Maßnahmen zur Verhinderung von Cyberangriffen vorgenommen werden. Dazu gilt es in der Softwareentwicklung der autoKI Sicherheit bereits von Beginn an ganzheitlich zu integrieren und aktuellste Erkenntnisse der Sicherheitstechnik zu verfolgen und umzusetzen."
,Z.P10,"Die Logistikbranche würde enorm vom Einsatz autonom fahrender Autos profitieren. Der Transport von Gütern wäre kaum auf menschliche Fahrer angewiesen, sodass Lohnkosten reduziert werden. Zudem entfallen Ruhezeiten und auch die Personenbeförderung ließe sich mit autoKI effizienter gestalten."
,Z.C5,"Die Skepsis der Bevölkerung gegenüber neuen Technologien ist oft groß. Insbesondere wenn die Freiheit zur Selbstbestimmung, hier das Führen eines Fahrzeuges, betroffen ist und darüber hinaus Menschenleben von dem Verhalten einer KI direkt abhängen."
,Z.C6-2-1,"Dilemmatische Situationen dem Zufall zu überlassen verstößt gegen Artikel 1 des Grundgesetzes, denn durch die Objektifizierung des Menschen wird seine Würde missachtet."
,Z.P12-1,"Es wird im Gegenteil zu einem negativen Umwelteffekt kommen, denn es ist von einem deutlichen Zuwachs an Individualfahrzeugen aufgrund gestiegener Attraktivität der Fahrzeuge auszugehen. Insbesondere werden für die Herstellung der hochtechnisierten Fahrzeuge in weltumspannenden Lieferketten übermäßig Rohstoffe gefördert und verarbeitet, was die Energiebilanz und Umweltbilanz massiv verschlechtert."
,Z.C3,"Es ist nicht auszuschließen, dass es zu einem Ausfall der technischen Systeme kommen kann. Dieses ""Safety-Problem"" lässt sich nicht zufriedenstellend lösen."
,Z.P11-1,"Die schnelle und bequeme Verfügbarkeit eines leeren Fahrzeugs wird zu höherem Verkehrsaufkommen führen. Ferner werden Leerfahrten zu freien Parkplätzen und Abholorten von Personen ebenfalls das Verkehrsaufkommen verstärken."
,Z.C4-1-1,"Jegliche Cybersecurity bei autonom fahrenden Autos greift zu kurz, denn die Angewiesenheit des Fahrzeugs auf Daten, insbesondere Daten seiner unmittelbaren Umgebung, macht eine Abschirmung gegenüber Angriffen unmöglich."
,Z.P10-1-1,"Zwar ist der Wegfall von Arbeitsplätzen im Bereich der Fahrzeugführung eine direkte Folge des Einsatzes der autoKI; jedoch werden neue Berufsbilder wie z.B. Programmier:in, Leitwart:in und viele Mechatroniker benötigt werden."
,Z.P3,"Die Reduzierung der Abhängigkeit von öffentlichen Verkehrsmitteln und Taxis wird zu einer verbesserten Privatssphäre und höherem Reisekomfort führen. Auch die Flexibilität und Unabhängigkeit der Passagier wird dadurch gefördert."
,Z.C5-1-1,"Aktuelle Umfragen des Center of Automotive Management (CAM) in Bergisch Gladbach belegen zusammen mit dem britischen Markt- und Meinungsforschungsinstitut Yougov, dass ältere Menschen, die einen Großteil der fahrberechtigten Bevölkerung ausmachen, dem autnomen Fahren tendenziell abgeneigt sind, während die 18- bis 34-Jährigen sich die Nutzung mindestens vortellen können."
,Z.C10-1-1,"Im geltenden Regelwerk werden leider primär gewerbliche Anbieter berücksichtigt während Privatpersonen zu kurz kommen."
,Z.P7-1,"Möglicherweise wird es nicht funktionieren alle Verkehrsmittel zusammenzuführen wenn Verkehrsflächen verknappt werden. Insbesondere für vulnerable Verkehrsteilnehmer wie Fußgänger und Radfahrer erhöht sich das Verkehrsrisiko, zumal autoKI zunächst nicht flächendeckend Anwendung findet."
,Z.C2-1,"Durch Geschwindigkeitsbegrenzungen wird die Verkehrssicherheit erhöht. Riskante Überholmanöver werden reduziert und Staubildung gemindert."
,Z.C5-1-1-2,"Das Konzept des autonomen Fahrens bedarf einer differenzierten Erklärung der einzelnen Stufen autonomen Fahrens bevor Umfragen dazu abgehalten werden. Es ist zu unterscheiden zwischen assistiertem, automatisiertem und autonomem Fahren. Zum Autonmen Fahren gehören nur Hoch- und Vollautomatisierung, Level 4 und 5 in der Kategorisierung der Automatisierungsgrade."
,Z.C7-1,"Zwar werden autonom gesteuerte Fahrzeuge zunächst sehr teuer sein, doch mit der Zeit werden die Kosten sinken und es kommt zu einer gerechteren Verteilung der Fahrzeuge. Möglicherweise können Fahrzeuge mit autoKI jedoch von finanziell schwachen Personen bereits als Taxiersatz ausgeliehen werden. "
,Z.C4-1-2,"Jedes System, das mit dem Internet verbunden ist, bietet Möglichkeiten für Manipulationen und Hackerangriffe."
,Z.C8,"Der enorme Kommunikationsbedarf hochautomatisierter und vollautomatisierter Fahrzeuge wirft die Problematik des Datenschutzes auf. Die Privatssphäre und das Recht auf Eigentum an den Daten, die das eigene Fahrzeug generiert, könnten gefährdet werden."
,Z.C11,"Noch immer ist die Verantwortlichkeit bezüglich des Strafrechtes nicht geklärt."
,Z.P4-1,"Die Freiheit zur Selbstbestimmung sollte nicht beschnitten werden. Fahrer:innen sollten eigenverantwortlich über ihre Fahrtauglichkeit entscheiden dürfen."
